"ten_quan","dia_chi","so_dien_thoai","rating","gio_mo_cua","lat","lon","gia_trung_binh","thuc_don","hinh_anh","data_id","khau_vi"
"Bánh mỳ chim chạy","Nguyễn Thị Minh Khai/11\4 Q1, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7863618","106.7015104","1-100.000 ₫","images/215.1.png;images/215.2.png;images/215.3.png","images/215.png","0x31752fd242a96f7b:0x73eaee4cfc5b4843","ngọt"
"74 - Bánh Mì, Cafe & Tea","74/7 Hai Bà Trưng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3825 1676","4.6","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7782431","106.7038875","100-200 N ₫","images/216.1.png;images/216.2.png;images/216.3.png","images/216.png","0x31752f04d394f1b3:0x664baa4679da8969","mặn, ngọt"
"Bánh Mì XANH - Bánh Mì Chay Thượng Hạng - 15B Nguyễn Thị Minh Khai","15B Nguyễn Thị Minh Khai, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 71006, Việt Nam","+84 926 193 193","4.7","Mở cả ngày","10.7859531","106.7011317","1-100.000 ₫","images/217.1.png;images/217.2.png;images/217.3.png","images/217.png","0x31752f3fb226c605:0x8e8cfa7e96d78a76","mặn, ngọt"
"BAMI NGUYEN - BÁNH MÌ BƠ CỐM","147 Cao Thắng, Phường 10, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 843 068 234","4.6","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7732874","106.6782381","1-100.000 ₫","images/218.1.png;images/218.2.png;images/218.3.png","images/218.png","0x31752f001b5a825d:0xac5755fcc41e6202","mặn, ngọt"
"Bánh Mì Lục Phát","79/4 Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 903 390 093","4.9","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.768323","106.687358","","images/219.1.png;images/219.2.png;images/219.3.png","images/219.png","0x31752f88eccf388b:0xabf88a73e413e19c","mặn, ngọt"
"Bánh mì xíu mại chén","Việt Nam, Thành phố Hồ Chí Minh, Quận 1, Tân Định, Trần Quý Khoách","","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7934628","106.6894335","1-100.000 ₫","images/220.1.png;images/220.2.png;images/220.3.png","images/220.png","0x317529007b83ca47:0x1224ee65522268b1","mặn, ngọt"
"Chuk Express - Bánh Mì Ơi - 55U Trần Quốc Thảo","55U Trần Quốc Thảo, Phường 7, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 788 272 625","3.7","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7803507","106.6892044","1-100.000 ₫","images/221.1.png;images/221.2.png;images/221.3.png","images/221.png","0x31752ffb0dca65bb:0x50ebf8c53081f412","mặn, ngọt"
"Bánh Mì Như Lan","68 Hàm Nghi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 968 593 378","3.9","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7711169","106.704177","1-100.000 ₫","images/222.1.png;images/222.2.png;images/222.3.png","images/222.png","0x31752f416b348db5:0xf0a1ac863e3e378e","mặn, ngọt"
"Bánh Mì 110","Số 110 Đ. Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 938 318 702","4.1","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7995362","106.677289","1-100.000 ₫","images/223.1.png;images/223.2.png;images/223.3.png","images/223.png","0x317528d7c46b8b9b:0xbe180e55cd5c2b58","mặn, ngọt"
"Bánh Mì Grandma Lu’s Thái Văn Lung","18 Thái Văn Lung, P, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 865 087 008","4.8","","10.780079","106.703907","","images/224.1.png;images/224.2.png;images/224.3.png;images/224.4.png","images/224.png","0x31752fb583980821:0xb27024cc50efc8c3","mặn, ngọt, chua"
"Bánh Mì The One – Vietnamese Sandwich & Vegan Food","234 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 832 864 111","4.9","Đang mở cửa ⋅ Đóng cửa lúc 17:00","10.7723259","106.6945746","1-100.000 ₫","images/225.1.png;images/225.2.png;images/225.3.png","images/225.png","0x31752fce14c0893f:0x293d0fc78c33785e","mặn, ngọt"
"Bánh mì Tăng","822 Nguyễn Trãi, Phường 14, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 909 889 236","4.5","Đang mở cửa ⋅ Đóng cửa lúc 23:30","10.7530213","106.6575395","1-100.000 ₫","images/226.1.png;images/226.2.png;images/226.3.png","images/226.png","0x31752fd94a25db63:0x69b2e265b807ed60","mặn, ngọt"
"Bánh Mì Kim Dung lý thường kiệt","118A Đ. Lý Thường Kiệt, Phường 6, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 903 874 768","4.2","Đang mở cửa ⋅ Đóng cửa lúc 0:00","10.7616106","106.6607547","1-100.000 ₫","images/227.1.png;images/227.2.png;images/227.3.png","images/227.png","0x31752eeef14d0d01:0x4e38da3a124ce2a1","mặn, ngọt"
"Bánh Mì Kim Dung","Lô I chung cư, Ngô Gia Tự Hoà Hảo, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 917 198 550","4.1","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7628041","106.6730445","1-100.000 ₫","images/228.1.png;images/228.2.png;images/228.3.png","images/228.png","0x31752fbe84ee2a89:0x53ebbde5d9763c58","mặn, ngọt"
"Bánh Mì Yến - Bánh Mì Nướng Muối Ớt , Sốt Bơ Trứng","22/92 Đường Trần Bình Trọng, Phường 1, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 848 943 719","5.0","Đang mở cửa ⋅ Đóng cửa lúc 23:30","10.7532076","106.6825864","","images/229.1.png;images/229.2.png;images/229.3.png","images/229.png","0x31752f00382f2b83:0x3eba1bfa25906404","cay, mặn, ngọt"
"Bánh Mì Cam ""Bánh mì Thịt Nướng""","43A Đ. Lý Thường Kiệt, Phường Minh Phụng, Quận 11, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 931 888 300","5.0","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7593856","106.6611161","1-100.000 ₫","images/230.1.png;images/230.2.png;images/230.3.png","images/230.png","0x31752f9a04840f15:0x89fd655cf053fe5e","mặn, ngọt"
"Bánh mì chim chạy","420 Nguyễn Tri Phương, Phường 4, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 901 845 545","4.6","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7651257","106.6678431","1-100.000 ₫","images/231.1.png;images/231.2.png;images/231.3.png","images/230.png","0x31752f004a6e255b:0x8c104486398c1fc8","mặn, ngọt"
"Bánh Mì 24","68B Trần Nhân Tôn, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","","4.2","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7632148","106.6746838","1-100.000 ₫","images/232.1.png;images/232.2.png;images/232.3.png","images/232.png","0x31752ee18a646ea1:0xe33a5e775779850e","mặn, ngọt"
"Lò Bánh Mì A.Toàn","397 Đ. Phan Văn Trị, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3836 3990","4.9","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7553131","106.6768055","","images/233.1.png;images/233.2.png;images/233.3.png","images/233.png","0x31752f0285fe9fb5:0xdb442e2628521138","mặn, ngọt"
"Bánh Mì 24 (24 Bakery)","74 Đ. Huỳnh Mẫn Đạt, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 933 326 109","4.5","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7552234","106.6767234","1-100.000 ₫","images/234.1.png;images/234.2.png;images/234.3.png","images/234.png","0x31752fc3c388be1d:0xf345e9790a962a8d","mặn, ngọt"
"Bánh Mì Huỳnh Gia","255 Đ. Hồng Bàng, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 944 442 211","4.1","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7549075","106.6616867","1-100.000 ₫","images/235.1.png;images/235.2.png","images/235.png","0x31752f7c2b145243:0xcb35e310d8656049","mặn, ngọt"
"Dòn Bánh Mì - Nguyễn Văn Cừ","213c Nguyễn Văn Cừ, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","","5.0","Đang mở cửa ⋅ Đóng cửa lúc 19:00","10.7606356","106.6833411","","images/236.1.png;images/236.2.png","images/236.png","0x31752fd8fcb1bed5:0x14126d22e6f1e100","mặn, ngọt"
"Lò bánh mì Triệu Hà Nội","163 Đ. Tuy Lý Vương, Phường Xóm Củi, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","+84 967 581 509","5.0","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7431064","106.6536293","","images/237.1.png;images/237.2.png;images/237.3.png","images/237.png","0x31752fb2bdc3113d:0x6b4c67e4ee2176f4","mặn, ngọt"
"Bánh mì gà An An","593 Nguyễn Trãi, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 938 688 822","3.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7539696","106.6668539","1-100.000 ₫","images/238.1.png;images/238.2.png;images/238.3.png","images/238.png","0x31752ef6a258d19f:0x837807b0e380604","mặn, ngọt"
"Bánh mì chả cá Bin","32 Đ. Lê Đại Hành, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 908 755 955","5.0","Đang mở cửa ⋅ Đóng cửa lúc 19:00","10.7588404","106.6592318","1-100.000 ₫","images/239.1.png;images/239.2.png;images/239.3.png","images/239.png","0x31752f0031315723:0x8f78ae587895305a","mặn, ngọt, tanh"
"Bánh mì VIVU","48 Hùng Vương, Phường 1, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 766 070 379","5.0","Đang mở cửa ⋅ Đóng cửa lúc 19:30","10.7630355","106.677674","","images/240.1.png;images/240.2.png","images/240.png","0x31752f003ff0d133:0x7ef97fe37bf6627f","mặn, ngọt"
"Bánh mì chảo Nguyễn Tiểu La","123 Nguyễn Tiểu La, Phường 8, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","","4.7","Đã đóng cửa ⋅ Mở lúc 6:00 Th 6","10.7624012","106.6665507","1-100.000 ₫","images/241.1.png;images/241.2.png;images/241.3.png","images/241.png","0x31752fa32e4a4ca1:0x64d5f87f3f54dde0","mặn, ngọt"
"BÁNH MÌ QUE - PHAN VĂN TRỊ","80 Phan Văn Trị, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 384 949 949","4.4","Đang mở cửa ⋅ Đóng cửa lúc 18:30","10.7573528","106.6828939","","images/242.1.png;images/242.2.png","images/242.png","0x31752f4daf63e183:0x7789b2645ac45b18","mặn, ngọt"
"Bánh Mì Minh Tâm","36 Âu Dương Lân, Phường Rạch Ông, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","+84 909 591 894","5.0","Đang mở cửa ⋅ Đóng cửa lúc 0:00","10.747492","106.682018","","images/243.1.png;images/243.2.png;images/243.3.png","images/243.png","0x31752fa905c7e4cb:0xa29fd4522c7f31b4","mặn, ngọt"
"Bánh Mì Siêu Pate Khanh Mai - Vietnamesisches Fleischsandwich","46 Hùng Vương, Phường 1, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 339 128 284","5.0","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7631715","106.6776538","","images/244.1.png","images/244.png","0x31752f003c9833c9:0xdf71614d7c513cf1","mặn, ngọt"
"Gánh Bún Cơ Sở 2","35 Hoàng Sa, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 71007, Việt Nam","","4.9","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.791921","106.704273","1-100.000 ₫","images/245.1.png;images/245.2.png;images/245.3.png","images/245.png","0x3175298bf34f2e83:0xdcd33a83dfe51c49","mặn"
"Quán Ngon - Bún Chả Hà Nội","209 Đề Thám, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 971 718 888","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7677147","106.6936689","1-100.000 ₫","images/246.1.png;images/246.2.png;images/246.3.png","images/246.png","0x31752f1f75a5d6c9:0x31330ea41b7be069","mặn"
"CHU GIA CƠM TẤM + BÚN CÁ KIÊN GIANG","234 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 977 774 979","4.9","Đang mở cửa ⋅ Đóng cửa lúc 20:30","10.772321","106.6945423","1-100.000 ₫","images/247.1.png;images/247.2.png;images/247.3.png;images/247.4.png","images/247.png","0x31752fcc55b2d71f:0xc10f3b2923da53d5","mặn, tanh"
"The Buns - Bún Chả Cá","Hẻm 29, 29/11 Nguyễn Bỉnh Khiêm, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 329 112 988","4.9","Đang mở cửa ⋅ Đóng cửa lúc 20:30","10.7891529","106.7027318","1-100.000 ₫","images/248.1.png;images/248.2.png;images/248.3.png","images/248.png","0x31752f73c4de5b2f:0x77a2344273a08a45","mặn, tanh"
"Bún Bò Huế - Bún Bò Thố Đá - Phở Bò - CuliQuan","K32 Đ. cư xá Vĩnh Hội, Khu phố 1, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","+84 334 560 273","4.9","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7612759","106.6998377","1-100.000 ₫","images/249.1.png;images/249.2.png;images/249.3.png","images/249.png","0x31752f28910f8975:0x60316bf27ae8cb5e","cay, mặn"
"Bún Bò Huế Mỡ Nổi Cô Như","274/29 Võ Văn Tần, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 937 937 818","4.4","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7725252","106.6855406","1-100.000 ₫","images/250.1.png;images/250.2.png;images/250.3.png","images/250.png","0x31752f776216d891:0x69d47584d9fed9ae","cay, mặn"
"Bún Riêu Nhà","63B Trần Quốc Thảo, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 984 711 332","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7807222","106.6887933","1-100.000 ₫","images/251.1.png;images/251.2.png;images/251.3.png","images/251.png","0x31752fd50aa98e5f:0xf6262f15d8514b97","mặn"
"Bún Bò Viên Má Dậu","149/13 Lê Thị Riêng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 909 336 616","4.8","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7697676","106.6894723","1-100.000 ₫","images/252.1.png;images/252.2.png;images/252.3.png","images/252.png","0x31752f3d255e214b:0x2547f170a28881ed","mặn"
"Tiệm chị Ba","177 ter Cách Mạng Tháng Tám, Phường 5, Quận 3, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 925 662 439","4.8","Sắp đóng cửa ⋅ 14:00 ⋅ Mở lúc 7:00 Th 6","10.7745382","106.6872917","1-100.000 ₫","images/253.1.png;images/253.2.png;images/253.3.png","images/253.png","0x31752f95c74fa39b:0xc3d634d861cf1655","không xác định"
"Bún Bò Viên Cô Hoa Vườn Chuối","116/1 Đ. Vườn Chuối, Phường 4, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 908 268 116","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7741314","106.6829136","1-100.000 ₫","images/254.1.png;images/254.2.png;images/254.3.png","images/254.png","0x31752f2405fa7b67:0x2cf108693c14c780","mặn"
"Bún Bò Huế Duyên Mai Quận 4","cổng, Bến Vân Đồn/132 Nguyễn Hữu Hào, Phường 9, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","+84 703 437 118","4.6","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.763074","106.6997636","100-200 N ₫","images/255.1.png;images/255.2.png;images/255.3.png","images/255.png","0x31752f4a84fe7869:0xd908baac2eac2ce1","cay, mặn"
"Bún Bò Hẻm","134/11 Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","","4.8","Sắp đóng cửa ⋅ 14:00 ⋅ Mở cửa lại vào 16:00","10.7876214","106.6844566","1-100.000 ₫","images/256.1.png;images/256.2.png;images/256.3.png","images/256.png","0x317528d2bce1aea5:0xbc04850595c74c2b","mặn"
"Bún bò cô Cúc","209/22 Đ. Lê Văn Sỹ, Phường 12, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","","4.9","Đang mở cửa ⋅ Đóng cửa lúc 18:00","10.7863739","106.6793213","","images/257.1.png;images/257.2.png;images/257.3.png","images/257.png","0x31752f0f679b08fb:0xafb90a1b80138ec5","mặn"
"Bún bò Gốc Huế - O Bích","384/11 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Q3, Thành phố Hồ Chí Minh, Việt Nam","+84 945 860 740","4.9","Sắp đóng cửa ⋅ 14:00 ⋅ Mở cửa lại vào 16:00","10.7913307","106.6831188","1-100.000 ₫","images/258.1.png;images/258.2.png;images/258.3.png","images/258.png","0x317529c104dafc03:0x52c849c6d9da4b0d","cay, mặn"
"Quán bún riêu, canh bún, bún bò","116 Nguyễn Gia Thiều, Phường 6, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 903 067 672","4.9","Đang mở cửa ⋅ Đóng cửa lúc 18:00","10.7790137","106.6897792","","","images/259.png","0x31752f5478a8a537:0xe1d1004dfbff2cfe","mặn"
"Bún Bò Khô Tân Định","QMRR+29P, Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","","5.0","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7900802","106.6909421","1-100.000 ₫","images/260.1.png;images/260.2.png;images/260.3.png","images/260.png","0x3175293121bbcd8d:0xb59ee5f9f0aaa8df","mặn"
"Ả Đào Quán Bún Riêu Cua Hà Nội","491/45 Nguyễn Đình Chiểu, Phường 2, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 964 363 329","4.5","Đang mở cửa ⋅ Đóng cửa lúc 17:00","10.7681515","106.6824684","1-100.000 ₫","images/261.1.png;images/261.2.png;images/261.3.png","images/261.png","0x31752fd9dd1dc1c1:0xb01537f0611f08bc","mặn"
"Bún Đậu Mắm Tôm Quán No","26/24/24 Đỗ Quang Đẩu, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 71000, Việt Nam","+84 936 426 768","4.9","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7669076","106.691513","1-100.000 ₫","images/262.1.png;images/262.2.png;images/262.3.png","images/262.png","0x317527d6834570d7:0x622dade55f9e6165","mặn, tanh"
"Bún bò Huế Kim Hương quận 3 , đuôi bò , lẩu xí quách ngon","17 Rạch Bùng Binh, Phường 9, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 938 551 717","4.4","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7799818","106.6790377","1-100.000 ₫","images/263.1.png;images/263.2.png;images/263.3.png","images/263.png","0x31752f595de18417:0x8d83da188696c9f3","cay, mặn"
"Quán việt thị nghè-Bún Bò Gốc Huế","15 Huỳnh Tịnh Của, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 906 440 180","4.7","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7917939","106.7096393","1-100.000 ₫","images/264.1.png;images/264.2.png;images/264.3.png","images/264.png","0x317529c7f4ab6205:0x3a1e5bd072180c9e","cay, mặn"
"Bún chả cá Nha Trang VY","124 Đ. Nguyễn Đình Chính, phường 8, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 987 227 790","5.0","Đang mở cửa ⋅ Đóng cửa lúc 18:00","10.7955858","106.678179","1-100.000 ₫","images/265.1.png;images/265.2.png;images/265.3.png","images/265.png","0x317529ad9d66f54d:0x9235c1836f525f00","mặn, tanh"
"Bún đậu A Tòn","53 Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh 72300, Việt Nam","+84 374 535 517","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.795345","106.707932","1-100.000 ₫","images/266.1.png;images/266.2.png;images/266.3.png","images/266.png","0x3175299be5a4ff6f:0xff13afc2be4f9171","mặn"
"Mì Quảng & Bún Chả Cá & Bún Mắm Nêm Đà Nẵng","99 Đ. Vạn Kiếp, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 906 192 454","4.5","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.798978","106.69367","1-100.000 ₫","images/267.1.png;images/267.2.png;images/267.3.png","images/267.png","0x3175299ac98a6c3f:0x97ea7f64987386a4","mặn"
"Bún Quậy Tâm Quán - Phan Đình Phùng","311 Đ. Phan Đình Phùng, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 938 264 214","4.4","Sắp đóng cửa ⋅ 13:30 ⋅ Mở cửa lại vào 15:45","10.7979858","106.6806731","1-100.000 ₫","images/268.1.png;images/268.2.png;images/268.3.png","images/268.png","0x317529dc480e395b:0x82ad6cd40c6eb5da","mặn"
"Bún riêu canh bún 30- CN Nguyễn Trọng Tuyển","220/19 Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 365 078 065","4.6","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.798703","106.673864","1-100.000 ₫","images/269.1.png;images/269.2.png;images/269.3.png","images/269.png","0x317529f0acb04c4b:0x318b3515e26e0b32","mặn"
"Bún chả (gia truyền Hà nội tại Sài Gòn)","14a Đ. Lê Văn Duyệt, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 794 701 774","4.3","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7944789","106.6961788","1-100.000 ₫","images/270.1.png;images/270.2.png;images/270.3.png","images/270.png","0x317529ab76268967:0x2dc20301112135bf","mặn"
"Bún Bò Huế Nam Giao - Since 1991","242 Đề Thám, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 10000, Việt Nam","+84 28 3836 9446","4.4","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.768023","106.693866","1-100.000 ₫","images/271.1.png;images/271.2.png;images/271.3.png","images/271.png","0x31752fcf008d5f09:0xffc76ac00ce9e273","cay, mặn"
"Bún Bò Thố Đá Bếp Ông Lập - Trần Phú","292B Trần Phú, Phường 3, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 1900 999973","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7564557","106.67301","1-100.000 ₫","images/272.1.png;images/272.2.png;images/272.3.png;images/272.4.png","images/272.png","0x31752f78d3e916d7:0xfad9616d75ef7c2c","mặn"
"Bún Mắm Cô Tư Miền Tây - Bùi Minh Trực","Bún Mắm Cô Tư Miền Tây, 112/12a Bùi Minh Trực, Phường 5, Quận 8, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 775 678 089","5.0","Đang mở cửa ⋅ Đóng cửa lúc 15:00 ⋅ Mở lại vào 17:00","10.7394069","106.6597951","1-100.000 ₫","images/273.1.png;images/273.2.png","images/273.png","0x31752f5d195f9203:0x5ef9724037aabbea","mặn"
"Quán 36 Bún chả Hà Nội","Hẻm 666/46 Đ. 3 Tháng 2, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 969 560 541","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7668203","106.6608702","1-100.000 ₫","images/274.1.png;images/274.2.png","images/274.png","0x31752f51d58af36b:0x10c4b82baade4849","mặn"
"Bún Quậy Tâm Quán - Bình Thới","175 Đ. Bình Thới, Phường 10, Quận 11, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 903 816 023","4.7","Sắp đóng cửa ⋅ 13:30 ⋅ Mở cửa lại vào 15:45","10.7651015","106.6463888","1-100.000 ₫","images/275.1.png;images/275.2.png;images/275.3.png","images/275.png","0x31752f810714585d:0x9cfd66078a13ba87","mặn"
"Bún chả sứa Hoàng Phúc","chung cư, lô F/037 Ngô Gia Tự, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","","5.0","Sắp đóng cửa ⋅ 14:00 ⋅ Mở lúc 6:00 Th 6","10.7634498","106.6722098","","images/276.1.png;images/276.2.png;images/276.3.png","images/276.png","0x31752fe2d39be519:0x3540bc93eda175c8","mặn"
"Bún Bò Cô Hạnh","192 Hà Tôn Quyền, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 349 171 873","4.3","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.758805","106.6527838","1-100.000 ₫","images/277.1.png;images/277.2.png;images/277.3.png","images/277.png","0x31752f762d18603b:0x1ec50977a90d4e29","mặn"
"Bún Thái Út Nhất","Lô E Chung Cư Ấn, Quang F9 Q10, Phường 9, Quận 10, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 913 393 813","4.9","Đã đóng cửa ⋅ Mở lúc 15:00","10.7648449","106.6707342","1-100.000 ₫","images/278.1.png;images/278.2.png;images/278.3.png","images/278.png","0x31752f7cb53435f5:0x85fc0827777140ac","mặn, chua"
"Bún Đậu Tràng An","49 Đ. Nguyễn Duy Dương, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7562752","106.6717209","1-100.000 ₫","images/279.1.png;images/279.2.png;images/279.3.png","images/279.png","0x31752feb04cc0e83:0x17100269d6c235d0","không xác định"
"BÚN BÒ PHƯƠNG NGỌC","384 Hoà Hảo, Phường 8, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 886 384 384","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7617682","106.6675366","1-100.000 ₫","images/280.1.png;images/280.2.png;images/280.3.png","images/280.png","0x31752fcfd4190f09:0x92a9d26fdbe920d1","mặn"
"Bún Quậy Tâm Quán - Hậu Giang","162B Đ. Hậu Giang, Phường 2, Quận 6, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 904 218 934","4.6","Sắp đóng cửa ⋅ 13:30 ⋅ Mở cửa lại vào 15:45","10.7499318","106.6441321","1-100.000 ₫","images/281.1.png;images/281.2.png;images/281.3.png","images/281.png","0x31752fed73c83097:0xaa04a876ebd5f1be","mặn"
"Bún Quậy Tâm Quán - Nguyễn Tri Phương","210 Nguyễn Tri Phương, Phường 4, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 898 577 783","4.4","Sắp đóng cửa ⋅ 13:30 ⋅ Mở cửa lại vào 15:45","10.761022","106.6688549","1-100.000 ₫","images/282.1.png;images/282.2.png;images/282.3.png","images/282.png","0x31752fd48d869ff5:0x92de7f536bf58948","mặn"
"Bún Măng Bò Bà Dzú","043Lô B chung cư, Ấn Quang, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 937 274 292","4.4","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.765716","106.670803","1-100.000 ₫","images/283.1.png;images/283.2.png;images/283.3.png","images/283.png","0x31752fcbd1896cc9:0xe7a6a707d15acaad","mặn"
